file,reads,writes,imported_by,used_in_presentation,required_for_reproduction,decision
/Users/tstakuma/Desktop/github/research/backup/20260711_before_constraint_gap_refactor/scripts/make_evidence_based_propagation_network.py,import matplotlib.py; updated_future_wheels_node_scoring.csv; monte_carlo_evrp_gap_summary_external.csv; bottleneck_to_evidence_gap_matrix.csv; evidence_based_propagation_aggregation_rules.csv; evidence_based_propagation_nodes.csv; evidence_based_propagation_edges.csv; evidence_based_propagation_path_summary.csv; future_wheels_display_nodes.csv; future_wheels_requirements.csv; future_wheels_node_evidence.csv; future_wheels_edge_evidence.csv; future_wheels_label_revision.csv; future_wheels_edge_reclassification.csv; future_wheels_event_probability_results.csv; future_wheels_continuous_effect_results.csv; future_wheels_evidence_plausibility.csv; future_wheels_estimability_gaps.csv; proposed_plausibility_mapping.csv; route_results.csv; scenario_instances.csv; evidence_based_propagation_network_ja.svg; /System/Library/Fonts/ヒラギノ角ゴシック; /System/Library/Fonts/Supplemental/Arial; /usr/share/fonts/opentype/noto/NotoSansCJK-Regular.ttc; /end; scripts/make_evrp_feasibility_sensitivity_analysis.py; /off-peak; /grid; /provisional; /high`; /change; /2; /gap/methodological; /new; /replaced,updated_future_wheels_node_scoring.csv; monte_carlo_evrp_gap_summary_external.csv; bottleneck_to_evidence_gap_matrix.csv; evidence_based_propagation_aggregation_rules.csv; evidence_based_propagation_nodes.csv; evidence_based_propagation_edges.csv; evidence_based_propagation_path_summary.csv; future_wheels_display_nodes.csv; future_wheels_requirements.csv; future_wheels_node_evidence.csv; future_wheels_edge_evidence.csv; future_wheels_label_revision.csv; future_wheels_edge_reclassification.csv; future_wheels_event_probability_results.csv; future_wheels_continuous_effect_results.csv; future_wheels_evidence_plausibility.csv; future_wheels_estimability_gaps.csv; proposed_plausibility_mapping.csv; route_results.csv; scenario_instances.csv; evidence_based_propagation_network_ja.png,003_20260712_usage_map.csv; 010_20260712_code_data_dependency_map.csv; backup/20260711_before_constraint_gap_refactor/scripts/make_simulation_derived_charging_pathway.py; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/07_executed_python_code/make_simulation_derived_charging_pathway.py; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/09_simulation_derived_edges.csv; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/11_simulation_derived_pathway_report.md; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/09_simulation_derived_edges.csv; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/11_simulation_derived_pathway_report.md; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/13_data_driven_pathway_edges.csv,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/backup/20260711_before_constraint_gap_refactor/scripts/make_evrp_feasibility_sensitivity_analysis.py,import matplotlib.py; estat_tokyo_mesh_population_cells.csv; open_charge_map_tokyo_boundary_clipped_connections.csv; scenario_depots.csv; vehicle_scenario_rules.csv; tokyo_evrp_scenario_design.csv; quantum_evrp_gap_score.csv; evrp_requirement_gap_evidence_table.csv; /evrp_scenarios; /4th; /=; /partial-F; /SOC; /end; /not; scenario_instances.csv; route_results.csv; constraint_results.csv; constraint_unmet_rates.csv; /raw/estat/tokyo_mesh/tblT001101H13.zip; data/processed/estat_tokyo_mesh_population_cells.csv; data/raw/charging_infrastructure/open_charge_map/tokyo/open_charge_map_tokyo_detailed_2026-07-05.json; data/processed/open_charge_map_tokyo_boundary_clipped_connections.csv; /raw/logistics/mlit_logistics_hubs/P31-13_13.zip; data/processed/tokyo_logistics_hub_candidates.csv; /Geofabrik; /raw/osm/tokyo/kanto-260703-free.shp.zip; data/processed/osm_tokyo_road_network_summary.csv; /raw/vehicle_specs/official_sources; outputs/use_case_scenario/vehicle_scenario_rules.csv; /raw/evrp_benchmarks; outputs/use_case_scenario/evrp_benchmark_instance_fields.csv; figures/01_quantum_vrp_evidence/figure_1_presentation_plot_data.csv; scenario_customers_seeded.csv; feasibility_results_by_seed.csv; feasibility_summary_by_scenario.csv; bottleneck_to_evidence_gap_matrix.csv; make_evrp_scenario_story_visuals.py; scenario_customers.csv; charger_sensitivity_scenarios.csv; tokyo_evrp_distance_proxy_by_customer.csv; feasibility_customer_results_by_seed.csv; tokyo_evrp_route_proxy_results.csv; feasibility_effect_sizes.csv; feasibility_anova_results.csv; feasibility_regression_coefficients.csv; tokyo_open_data_coverage_summary.csv; problem_structure_growth_score.csv; benchmark_design_implications.csv; source_data_inventory.csv,estat_tokyo_mesh_population_cells.csv; open_charge_map_tokyo_boundary_clipped_connections.csv; scenario_depots.csv; vehicle_scenario_rules.csv; tokyo_evrp_scenario_design.csv; quantum_evrp_gap_score.csv; evrp_requirement_gap_evidence_table.csv; scenario_instances.csv; route_results.csv; constraint_results.csv; constraint_unmet_rates.csv; data/processed/estat_tokyo_mesh_population_cells.csv; data/raw/charging_infrastructure/open_charge_map/tokyo/open_charge_map_tokyo_detailed_2026-07-05.json; data/processed/open_charge_map_tokyo_boundary_clipped_connections.csv; data/processed/tokyo_logistics_hub_candidates.csv; data/processed/osm_tokyo_road_network_summary.csv; outputs/use_case_scenario/vehicle_scenario_rules.csv; outputs/use_case_scenario/evrp_benchmark_instance_fields.csv; figures/01_quantum_vrp_evidence/figure_1_presentation_plot_data.csv; feasibility_sensitivity_heatmap.png; feasibility_component_decomposition.png; feasibility_robustness_errorbar.png; problem_structure_growth_proxy.png; bottleneck_to_evidence_gap_matrix.png; bottleneck_evidence_quadrant_plot.png; scenario_customers_seeded.csv; feasibility_results_by_seed.csv; feasibility_summary_by_scenario.csv; bottleneck_to_evidence_gap_matrix.csv; figures/04_evrp_feasibility/feasibility_sensitivity_heatmap.png; figures/04_evrp_feasibility/feasibility_component_decomposition.png; figures/04_evrp_feasibility/feasibility_robustness_errorbar.png; figures/04_evrp_feasibility/problem_structure_growth_proxy.png; figures/04_evrp_feasibility/bottleneck_to_evidence_gap_matrix.png; figures/04_evrp_feasibility/bottleneck_evidence_quadrant_plot.png; evrp_scenario_snapshot_medium_seed1_ja.png; evrp_scenario_size_examples_ja.png; evrp_monte_carlo_scenario_matrix_ja.png; scenario_customers.csv; charger_sensitivity_scenarios.csv; tokyo_evrp_distance_proxy_by_customer.csv; feasibility_customer_results_by_seed.csv; tokyo_evrp_route_proxy_results.csv; feasibility_effect_sizes.csv; feasibility_anova_results.csv; feasibility_regression_coefficients.csv; tokyo_open_data_coverage_summary.csv; problem_structure_growth_score.csv; benchmark_design_implications.csv; source_data_inventory.csv,003_20260712_usage_map.csv; 010_20260712_code_data_dependency_map.csv; backup/20260711_before_constraint_gap_refactor/notebooks/tokyo_evrp_scenario_to_charging_pathway.ipynb; backup/20260711_before_constraint_gap_refactor/scripts/make_evidence_based_propagation_network.py; backup/20260711_before_constraint_gap_refactor/scripts/make_simulation_derived_charging_pathway.py; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/07_executed_python_code/make_simulation_derived_charging_pathway.py; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/01_route_branch_variables.csv; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/02_charger_branch_variables.csv; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/09_simulation_derived_edges.csv; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/10_model_boundary_notes.csv; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/11_simulation_derived_pathway_report.md; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/01_route_branch_variables.csv; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/02_charger_branch_variables.csv; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/09_simulation_derived_edges.csv; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/10_model_boundary_notes.csv; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/11_simulation_derived_pathway_report.md; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/12_data_driven_pathway_nodes.csv; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/13_data_driven_pathway_edges.csv; deprecated_outputs/legacy_evrp_outputs/evrp_scenarios/regeneration_summary.md; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/data_source_api_rule_registry.csv; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/01_simulation_input_inventory.csv; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/11_charger_route_propagation_audit.md; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/pipeline_csv_generation_usage_map.csv; outputs/slide_revision/citation_audit.md,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/backup/20260711_before_constraint_gap_refactor/scripts/make_evrp_scenario_story_visuals.py,import matplotlib.py; scenario_customers_seeded.csv; scenario_depots.csv; charger_sensitivity_scenarios.csv; tokyo_evrp_scenario_design.csv; tokyo_evrp_route_proxy_results.csv; estat_tokyo_mesh_population_cells.csv; /=; //{BOUNDARY_ZIP}!N03-20240101_13.shp; /車両グループ; evrp_scenario_snapshot_medium_seed1_ja.svg; evrp_scenario_size_examples_ja.svg; evrp_monte_carlo_scenario_matrix_ja.svg; /medium/large,scenario_customers_seeded.csv; scenario_depots.csv; charger_sensitivity_scenarios.csv; tokyo_evrp_scenario_design.csv; tokyo_evrp_route_proxy_results.csv; estat_tokyo_mesh_population_cells.csv; evrp_scenario_snapshot_medium_seed1_ja.png; evrp_scenario_size_examples_ja.png; evrp_monte_carlo_scenario_matrix_ja.png; figures/03_tokyo_evrp_scenario/evrp_scenario_snapshot_medium_seed1_ja.png; figures/03_tokyo_evrp_scenario/evrp_scenario_size_examples_ja.png; figures/03_tokyo_evrp_scenario/evrp_monte_carlo_scenario_matrix_ja.png,003_20260712_usage_map.csv; 010_20260712_code_data_dependency_map.csv; backup/20260711_before_constraint_gap_refactor/notebooks/tokyo_evrp_scenario_to_charging_pathway.ipynb; backup/20260711_before_constraint_gap_refactor/scripts/make_evrp_feasibility_sensitivity_analysis.py; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/07_executed_python_code/make_evrp_feasibility_sensitivity_analysis.py; deprecated_outputs/legacy_evrp_outputs/evrp_scenarios/regeneration_summary.md; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/pipeline_csv_generation_usage_map.csv; outputs/slide_revision/rendered_slides/slide-14.layout.json,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/backup/20260711_before_constraint_gap_refactor/scripts/make_monte_carlo_evrp_visualizations.py,import matplotlib.py; feasibility_results_by_seed.csv; bottleneck_to_evidence_gap_matrix.csv; tokyo_evrp_route_proxy_results.csv; /qubits報告に\n各制約が含まれるかを分類; monte_carlo_unmet_rates_long.csv; monte_carlo_evrp_gap_summary_external.csv,feasibility_results_by_seed.csv; bottleneck_to_evidence_gap_matrix.csv; tokyo_evrp_route_proxy_results.csv; monte_carlo_evrp_design_overview_ja.png; monte_carlo_unmet_rate_mean_ci_ja.png; monte_carlo_unmet_rate_distribution_ja.png; monte_carlo_evrp_quantum_gap_table_ja.png; figures/05_monte_carlo_uncertainty/monte_carlo_evrp_design_overview_ja.png; figures/05_monte_carlo_uncertainty/monte_carlo_unmet_rate_mean_ci_ja.png; figures/05_monte_carlo_uncertainty/monte_carlo_unmet_rate_distribution_ja.png; figures/05_monte_carlo_uncertainty/monte_carlo_evrp_quantum_gap_table_ja.png; monte_carlo_unmet_rates_long.csv; monte_carlo_evrp_gap_summary_external.csv,003_20260712_usage_map.csv; 010_20260712_code_data_dependency_map.csv; backup/20260711_before_constraint_gap_refactor/notebooks/tokyo_evrp_scenario_to_charging_pathway.ipynb; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/data_source_api_rule_registry.csv; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/pipeline_csv_generation_usage_map.csv; outputs/slide_revision/citation_audit.md; outputs/slide_revision/rendered_slides/slide-12.layout.json; outputs/slide_revision/rendered_slides/slide-19.layout.json,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/backup/20260711_before_constraint_gap_refactor/scripts/make_simulation_derived_charging_pathway.py,import matplotlib.py; route_results.csv; tokyo_evrp_route_proxy_results.csv; scenario_instances.csv; outputs/evrp_scenarios/scenario_instances.csv; scripts/make_evrp_feasibility_sensitivity_analysis.py; /longitude; outputs/use_case_scenario/tokyo_evrp_distance_proxy_by_customer.csv; /lon; outputs/evrp_scenarios/route_results.csv; /h; derived in scripts/make_simulation_derived_charging_pathway.py; scripts/make_simulation_derived_charging_pathway.py; outputs/use_case_scenario/tokyo_evrp_route_proxy_results.csv; outputs/use_case_scenario/simulation_derived_charging_pathway/03_potential_charging_event_results.csv; /share; outputs/use_case_scenario/simulation_derived_charging_pathway/08_supplemental_charging_energy_proxy_results.csv; /depot; /selected; /km; scripts/make_evidence_based_propagation_network.py; /end; /time; simulation_derived_charging_pathway_ja.svg; /\nroute; 01_route_branch_variables.csv; 02_charger_branch_variables.csv; 03_potential_charging_event_results.csv; 04_potential_charging_event_summary.csv; 05_charger_condition_paired_transitions.csv; 06_selected_charger_paired_changes.csv; 07_charger_side_output_changes.csv; 08_supplemental_charging_energy_proxy_results.csv; 09_simulation_derived_edges.csv; 10_model_boundary_notes.csv; 12_data_driven_pathway_nodes.csv; 13_data_driven_pathway_edges.csv; figures/02_requirement_mapping/simulation_derived_charging_pathway_ja.svg; /model; python3 scripts/make_simulation_derived_charging_pathway.py,route_results.csv; tokyo_evrp_route_proxy_results.csv; scenario_instances.csv; outputs/evrp_scenarios/scenario_instances.csv; outputs/use_case_scenario/tokyo_evrp_distance_proxy_by_customer.csv; outputs/evrp_scenarios/route_results.csv; outputs/use_case_scenario/tokyo_evrp_route_proxy_results.csv; outputs/use_case_scenario/simulation_derived_charging_pathway/03_potential_charging_event_results.csv; outputs/use_case_scenario/simulation_derived_charging_pathway/08_supplemental_charging_energy_proxy_results.csv; simulation_derived_charging_pathway_ja.png; 01_route_branch_variables.csv; 02_charger_branch_variables.csv; 03_potential_charging_event_results.csv; 04_potential_charging_event_summary.csv; 05_charger_condition_paired_transitions.csv; 06_selected_charger_paired_changes.csv; 07_charger_side_output_changes.csv; 08_supplemental_charging_energy_proxy_results.csv; 09_simulation_derived_edges.csv; 10_model_boundary_notes.csv; 12_data_driven_pathway_nodes.csv; 13_data_driven_pathway_edges.csv; figures/02_requirement_mapping/simulation_derived_charging_pathway_ja.png,003_20260712_usage_map.csv; 010_20260712_code_data_dependency_map.csv; backup/20260711_before_constraint_gap_refactor/notebooks/tokyo_evrp_scenario_to_charging_pathway.ipynb; backup/20260711_before_constraint_gap_refactor/scripts/make_simulation_derived_charging_pathway.py; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/07_executed_python_code/make_simulation_derived_charging_pathway.py; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/01_route_branch_variables.csv; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/02_charger_branch_variables.csv; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/09_simulation_derived_edges.csv; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/10_model_boundary_notes.csv; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/11_simulation_derived_pathway_report.md; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/01_route_branch_variables.csv; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/02_charger_branch_variables.csv; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/09_simulation_derived_edges.csv; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/10_model_boundary_notes.csv; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/11_simulation_derived_pathway_report.md; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/12_data_driven_pathway_nodes.csv; deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/13_data_driven_pathway_edges.csv; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/data_source_api_rule_registry.csv; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/pipeline_csv_generation_usage_map.csv; outputs/slide_revision/citation_audit.md; outputs/slide_revision/rendered_slides/slide-15.layout.json; outputs/slide_revision/rendered_slides/slide-19.layout.json,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/backup/20260711_before_constraint_gap_refactor/scripts/make_tokyo_evrp_scenario_inputs.py,/use_case_scenario; /processed; open_charge_map_tokyo_boundary_clipped_connections.csv; open_charge_map_tokyo_boundary_clipped_stations.csv; tokyo_logistics_hub_candidates.csv; ev_truck_specs_scenario.csv; tokyo_freight_flow_census_summary.csv; estat_tokyo_mesh_population_summary.csv; /warehouse; /parcel; /depot; /cargo; /afternoon/all-day; /ELF/Dutro; scenario_depots.csv; scenario_available_chargers.csv; vehicle_scenario_rules.csv; charger_screening_rules.csv; depot_selection_rules.csv; synthetic_customer_node_rules.csv; tokyo_evrp_scenario_design.csv,open_charge_map_tokyo_boundary_clipped_connections.csv; open_charge_map_tokyo_boundary_clipped_stations.csv; tokyo_logistics_hub_candidates.csv; ev_truck_specs_scenario.csv; tokyo_freight_flow_census_summary.csv; estat_tokyo_mesh_population_summary.csv; scenario_depots.csv; scenario_available_chargers.csv; vehicle_scenario_rules.csv; charger_screening_rules.csv; depot_selection_rules.csv; synthetic_customer_node_rules.csv; tokyo_evrp_scenario_design.csv,003_20260712_usage_map.csv; 010_20260712_code_data_dependency_map.csv; backup/20260711_before_constraint_gap_refactor/notebooks/tokyo_evrp_scenario_to_charging_pathway.ipynb; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/data_source_api_rule_registry.csv; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/pipeline_csv_generation_usage_map.csv; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/tokyo_evrp_scenario_design_generation_trace.csv; outputs/slide_revision/citation_audit.md; outputs/slide_revision/rendered_slides/slide-19.layout.json,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/data/raw/charging_infrastructure/open_charge_map/tokyo/open_charge_map_tokyo_2026-07-04.json,/駐車有料充電無料）; http://www.westin-tokyo.co.jp; http://tokyo.grand.hyatt.com; https://www.mori-trust.co.jp/shop/shiroyama_tt/index.html; https://www.mori-trust.co.jp/shop/tora_2t/; http://www.mori-trust.co.jp/office/areashinagawa/gotenyama_tt.html; http://www.palacehoteltokyo.com/; http://www.kabuki-za.co.jp/guide/parking.html; http://www.mori-trust.co.jp/office/areamarunouchi/marunouchi_north.html; http://carstations.com/14258; http://www.hiltontokyobay.jp/; http://www.eat-walk.com/awfarm/; /無料; /無料）; /29～1/3,,003_20260712_usage_map.csv; data/processed/open_charge_map_tokyo_summary.csv,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/data/raw/charging_infrastructure/open_charge_map/tokyo/open_charge_map_tokyo_detailed_2026-07-05.json,http://www.chademo.com; /Imported; http://openchargemap.org; http://www.teslamotors.com; http://www.oplaadpalen.nl/; http://creativecommons.org/licenses/by-nc-sa/3.0/; http://www.stadtwerke-clausthal.de/; /駐車有料充電無料）; http://www.westin-tokyo.co.jp; https://www.gravatar.com/avatar/4f41c40c6897d509979025dc9db1715a?s=80&d=robohash; https://media.openchargemap.io/images/JP/OCM55006/OCM-55006.orig.2015103011391303.jpg; https://media.openchargemap.io/images/JP/OCM55006/OCM-55006.thmb.2015103011391303.jpg; http://tokyo.grand.hyatt.com; https://www.mori-trust.co.jp/shop/shiroyama_tt/index.html; https://www.mori-trust.co.jp/shop/tora_2t/; http://www.mori-trust.co.jp/office/areashinagawa/gotenyama_tt.html; http://www.palacehoteltokyo.com/; http://www.kabuki-za.co.jp/guide/parking.html; /X; http://www.mori-trust.co.jp/office/areamarunouchi/marunouchi_north.html; http://carstations.com/14258; http://www.hiltontokyobay.jp/; http://www.eat-walk.com/awfarm/; /無料; /無料）; /29～1/3; /kwh; http://www.brickandwood.jp/; http://awa-umi.com/; http://www.potiron-no-mori.com/,,003_20260712_usage_map.csv; 010_20260712_code_data_dependency_map.csv; backup/20260711_before_constraint_gap_refactor/scripts/make_evrp_feasibility_sensitivity_analysis.py; data/processed/open_charge_map_tokyo_boundary_clipped_summary.csv; deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/07_executed_python_code/make_evrp_feasibility_sensitivity_analysis.py; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/source_data_inventory.csv,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/data/raw/smart_city/traffic/jartic/tokyo/jartic_tokyo_traffic_1h_202607042200.json,https://api.jartic-open-traffic.org/geoserver?service=WFS&version=2.0.0&request=GetFeature&typeNames=t_travospublic_measure_1h&srsName=EPSG%3A4326&outputFormat=application%2Fjson&exceptions=application%2Fjson&cql_filter=%E9%81%93%E8%B7%AF%E7%A8%AE%E5%88%A5%3D3+AND+%E6%99%82%E9%96%93%E3%82%B3%E3%83%BC%E3%83%89%3D202607042200+AND+BBOX%28%E3%82%B8%E3%82%AA%E3%83%A1%E3%83%88%E3%83%AA%2C139.1%2C35.45%2C140.0%2C35.95%2C%27EPSG%3A4326%27%29,,003_20260712_usage_map.csv; data/processed/jartic_tokyo_traffic_summary.csv,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/data/raw/world_bank_lpi/japan_lpi_infrastructure_worldbank_api_2026-07-04.json,,,,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/data/raw/world_bank_lpi/japan_lpi_timeliness_worldbank_api_2026-07-04.json,,,,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/01_literature_notes/bench-2021-lubinski.json,literature/pdf_derived/pdfs/bench-2021-lubinski.pdf; /pdf_derived/text/bench-2021-lubinski.txt; /Author; /CreationDate; /Creator; /Keywords; /ModDate; /PTEX.Fullbanner; /Producer; /Subject; /Title; /Trapped; /False,literature/pdf_derived/pdfs/bench-2021-lubinski.pdf,003_20260712_usage_map.csv; literature/pdf_derived/extraction_report.csv,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/01_literature_notes/bench-2023-lubinski-optimization.json,literature/pdf_derived/pdfs/bench-2023-lubinski-optimization.pdf; /pdf_derived/text/bench-2023-lubinski-optimization.txt; /Author; /CreationDate; /Creator; /Keywords; /ModDate; /PTEX.Fullbanner; /Producer; /Subject; /Title; /Trapped; /False,literature/pdf_derived/pdfs/bench-2023-lubinski-optimization.pdf,003_20260712_usage_map.csv; literature/pdf_derived/extraction_report.csv,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/01_literature_notes/bench-2024-lubinski.json,literature/pdf_derived/pdfs/bench-2024-lubinski.pdf; /pdf_derived/text/bench-2024-lubinski.txt; /Author; /CreationDate; /Creator; /Keywords; /ModDate; /PTEX.Fullbanner; /Producer; /Subject; /Title; /Trapped; /False,literature/pdf_derived/pdfs/bench-2024-lubinski.pdf,003_20260712_usage_map.csv; literature/pdf_derived/extraction_report.csv,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/01_literature_notes/cvrp-2025-onah-utility.json,literature/pdf_derived/pdfs/cvrp-2025-onah-utility.pdf; /pdf_derived/text/cvrp-2025-onah-utility.txt; /Author; /Creator; /DOI; https://doi.org/10.48550/arXiv.2509.11469; /License; http://creativecommons.org/licenses/by/4.0/; /PTEX.Fullbanner; /Producer; /Title; /Trapped; /False; /arXivID; https://arxiv.org/abs/2509.11469v2,literature/pdf_derived/pdfs/cvrp-2025-onah-utility.pdf,003_20260712_usage_map.csv; literature/pdf_derived/extraction_report.csv,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/01_literature_notes/utility-2023-herrmann.json,literature/pdf_derived/pdfs/utility-2023-herrmann.pdf; /pdf_derived/text/utility-2023-herrmann.txt; /Author; /CreationDate; /Creator; /Keywords; /ModDate; /PTEX.Fullbanner; /Producer; /Subject; /Title; /Trapped; /False,literature/pdf_derived/pdfs/utility-2023-herrmann.pdf,003_20260712_usage_map.csv; literature/pdf_derived/extraction_report.csv,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/07_executed_python_code/analyze_evrp_benchmark_instances.py,figure_1_presentation_plot_data.csv; evrp_benchmark_instance_fields.csv; evrp_benchmark_instance_summary.csv; evrp_vs_quantum_vrp_scale_comparison.csv; /([^/; /Goeke; /locations/cities; /raw/evrp_benchmarks/e-cvrp_benchmark_instances`; /raw/evrp_benchmarks/e-vrptw_mendeley_schneider/evrptw_instances`,figure_1_presentation_plot_data.csv; evrp_benchmark_instance_fields.csv; evrp_benchmark_instance_summary.csv; evrp_vs_quantum_vrp_scale_comparison.csv,003_20260712_usage_map.csv,pending exact asset match,likely,retain_and_reorganize
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/07_executed_python_code/fetch_open_charge_map_tokyo.py,socio_technical_variables.csv; /raw/boundary/mlit_n03_tokyo/N03-20240101_13_GML.zip; open_charge_map_tokyo_stations.csv; open_charge_map_tokyo_summary.csv; open_charge_map_tokyo_boundary_clipped_stations.csv; open_charge_map_tokyo_boundary_clipped_connections.csv; open_charge_map_tokyo_boundary_clipped_summary.csv; https://api.openchargemap.io/v3/poi; /1.0; //{TOKYO_BOUNDARY_ZIP}!N03-20240101_13.geojson; /status; https://www.openchargemap.org/develop/api,socio_technical_variables.csv; open_charge_map_tokyo_stations.csv; open_charge_map_tokyo_summary.csv; open_charge_map_tokyo_boundary_clipped_stations.csv; open_charge_map_tokyo_boundary_clipped_connections.csv; open_charge_map_tokyo_boundary_clipped_summary.csv,003_20260712_usage_map.csv; backup/20260711_before_constraint_gap_refactor/notebooks/tokyo_evrp_scenario_to_charging_pathway.ipynb; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/data_source_api_rule_registry.csv; deprecated_outputs/legacy_evrp_outputs/use_case_scenario/pipeline_csv_generation_usage_map.csv,pending exact asset match,likely,retain_and_reorganize
