base_route_proxy_id,customer_configuration_id,customer_count,vehicle_count,seed,route_index,depot_candidate_id,eligible_depot_candidate_count,selected_depot_count,customer_count_on_route,haversine_distance_km,road_adjusted_distance_km,network_distance_km,route_proxy_distance_km,route_total_demand_kg,service_time_total_min,route_generation_method,route_proxy_limitation
C025_V01_S001_R01,C025_S001,25,1,1,1,DEP_022,440,1,25,143.96244234921434,179.95305293651793,,179.95305293651793,464.0,254.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S049_R03,C050_S049,50,3,49,3,DEP_438,440,1,26,91.92322659853707,114.90403324817134,,114.90403324817134,466.0,246.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S049_R01,C050_S049,50,5,49,1,DEP_438,440,1,9,43.282265419837486,54.102831774796854,,54.102831774796854,153.0,74.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S049_R02,C050_S049,50,5,49,2,DEP_438,440,1,8,97.74984555798993,122.18730694748741,,122.18730694748741,125.0,71.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S049_R03,C050_S049,50,5,49,3,DEP_438,440,1,11,56.95200135329178,71.19000169161473,,71.19000169161473,206.0,101.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S049_R04,C050_S049,50,5,49,4,DEP_438,440,1,4,72.22073431439443,90.27591789299305,,90.27591789299305,67.0,33.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S049_R05,C050_S049,50,5,49,5,DEP_438,440,1,18,62.73437045224631,78.41796306530789,,78.41796306530789,339.0,178.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S050_R01,C050_S050,50,1,50,1,DEP_438,440,1,50,245.35187802632586,306.6898475329073,,306.6898475329073,893.0,536.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S050_R01,C050_S050,50,3,50,1,DEP_438,440,1,23,106.47195370108608,133.08994212635758,,133.08994212635758,349.0,257.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S050_R02,C050_S050,50,3,50,2,DEP_438,440,1,11,104.86072398662705,131.0759049832838,,131.0759049832838,220.0,103.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S050_R03,C050_S050,50,3,50,3,DEP_438,440,1,16,76.75317792252233,95.94147240315291,,95.94147240315291,324.0,176.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S050_R01,C050_S050,50,5,50,1,DEP_438,440,1,13,52.36158011242577,65.45197514053221,,65.45197514053221,188.0,149.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S050_R02,C050_S050,50,5,50,2,DEP_438,440,1,8,93.40126051169398,116.75157563961747,,116.75157563961747,143.0,75.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S050_R03,C050_S050,50,5,50,3,DEP_438,440,1,13,64.2383659390076,80.2979574237595,,80.2979574237595,274.0,146.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S050_R04,C050_S050,50,5,50,4,DEP_438,440,1,10,50.08517527694239,62.60646909617798,,62.60646909617798,160.0,106.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S050_R05,C050_S050,50,5,50,5,DEP_438,440,1,6,58.04090277749178,72.55112847186473,,72.55112847186473,128.0,60.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S051_R01,C050_S051,50,1,51,1,DEP_022,440,1,50,285.72609407762036,357.1576175970255,,357.1576175970255,840.0,475.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S051_R01,C050_S051,50,3,51,1,DEP_022,440,1,22,108.97858044147381,136.22322555184226,,136.22322555184226,357.0,217.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S051_R02,C050_S051,50,3,51,2,DEP_022,440,1,14,161.00836222023784,201.2604527752973,,201.2604527752973,240.0,127.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S051_R03,C050_S051,50,3,51,3,DEP_022,440,1,14,72.111799193518,90.13974899189749,,90.13974899189749,243.0,131.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S051_R01,C050_S051,50,5,51,1,DEP_022,440,1,4,90.96138933733684,113.70173667167106,,113.70173667167106,84.0,40.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S051_R02,C050_S051,50,5,51,2,DEP_022,440,1,15,82.18194830126546,102.72743537658184,,102.72743537658184,270.0,159.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S051_R03,C050_S051,50,5,51,3,DEP_022,440,1,9,51.508380116124144,64.38547514515518,,64.38547514515518,123.0,81.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S051_R04,C050_S051,50,5,51,4,DEP_022,440,1,8,59.804786759962724,74.7559834499534,,74.7559834499534,120.0,64.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S051_R05,C050_S051,50,5,51,5,DEP_022,440,1,14,72.111799193518,90.13974899189749,,90.13974899189749,243.0,131.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S052_R01,C050_S052,50,1,52,1,DEP_438,440,1,50,252.1808662565982,315.22608282074776,,315.22608282074776,900.0,477.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S052_R01,C050_S052,50,3,52,1,DEP_438,440,1,28,92.03462371185192,115.0432796398149,,115.0432796398149,486.0,286.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S052_R02,C050_S052,50,3,52,2,DEP_438,440,1,7,102.0873170677589,127.60914633469864,,127.60914633469864,160.0,69.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S052_R03,C050_S052,50,3,52,3,DEP_438,440,1,15,67.95520434120837,84.94400542651047,,84.94400542651047,254.0,122.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S052_R01,C050_S052,50,5,52,1,DEP_438,440,1,6,41.04259949462281,51.303249368278514,,51.303249368278514,137.0,61.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S052_R02,C050_S052,50,5,52,2,DEP_438,440,1,14,45.653437540556006,57.06679692569501,,57.06679692569501,220.0,139.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S052_R03,C050_S052,50,5,52,3,DEP_438,440,1,9,54.73952946487048,68.4244118310881,,68.4244118310881,155.0,70.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S052_R04,C050_S052,50,5,52,4,DEP_438,440,1,6,100.95847982619702,126.19809978274628,,126.19809978274628,130.0,59.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S052_R05,C050_S052,50,5,52,5,DEP_438,440,1,15,39.08782536586822,48.85978170733527,,48.85978170733527,258.0,148.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S053_R01,C050_S053,50,1,53,1,DEP_438,440,1,50,290.449718364535,363.0621479556687,,363.0621479556687,888.0,501.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S053_R01,C050_S053,50,3,53,1,DEP_438,440,1,18,80.74394790500747,100.92993488125934,,100.92993488125934,285.0,180.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S053_R02,C050_S053,50,3,53,2,DEP_438,440,1,10,116.20737409225464,145.2592176153183,,145.2592176153183,222.0,104.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S053_R03,C050_S053,50,3,53,3,DEP_438,440,1,22,109.81726378301948,137.27157972877436,,137.27157972877436,381.0,217.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S053_R01,C050_S053,50,5,53,1,DEP_438,440,1,16,51.56895624923227,64.46119531154034,,64.46119531154034,256.0,170.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S053_R02,C050_S053,50,5,53,2,DEP_438,440,1,6,92.41966404346468,115.52458005433084,,115.52458005433084,142.0,63.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S053_R03,C050_S053,50,5,53,3,DEP_438,440,1,11,77.62432398069103,97.03040497586379,,97.03040497586379,183.0,105.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S053_R04,C050_S053,50,5,53,4,DEP_438,440,1,11,51.75795682656751,64.69744603320939,,64.69744603320939,195.0,106.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S053_R05,C050_S053,50,5,53,5,DEP_438,440,1,6,52.723794494218446,65.90474311777305,,65.90474311777305,112.0,57.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S054_R01,C050_S054,50,1,54,1,DEP_438,440,1,50,270.16451609031344,337.70564511289183,,337.70564511289183,886.0,493.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S054_R01,C050_S054,50,3,54,1,DEP_438,440,1,20,103.94669528057709,129.93336910072136,,129.93336910072136,360.0,192.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S054_R02,C050_S054,50,3,54,2,DEP_438,440,1,11,125.54833192861929,156.9354149107741,,156.9354149107741,207.0,104.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S054_R03,C050_S054,50,3,54,3,DEP_438,440,1,19,103.62525355339223,129.5315669417403,,129.5315669417403,319.0,197.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S054_R01,C050_S054,50,5,54,1,DEP_438,440,1,14,55.89544427639597,69.86930534549496,,69.86930534549496,204.0,133.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S054_R02,C050_S054,50,5,54,2,DEP_438,440,1,8,87.20821717230157,109.01027146537697,,109.01027146537697,139.0,72.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S054_R03,C050_S054,50,5,54,3,DEP_438,440,1,16,90.09767990535431,112.62209988169289,,112.62209988169289,282.0,167.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S054_R04,C050_S054,50,5,54,4,DEP_438,440,1,10,57.050854445903646,71.31356805737956,,71.31356805737956,218.0,100.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S054_R05,C050_S054,50,5,54,5,DEP_438,440,1,2,85.2203178787264,106.525397348408,,106.525397348408,43.0,21.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S055_R01,C050_S055,50,1,55,1,DEP_022,440,1,50,226.88464343615112,283.60580429518893,,283.60580429518893,923.0,505.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S055_R01,C050_S055,50,3,55,1,DEP_022,440,1,17,68.57819378642952,85.72274223303691,,85.72274223303691,294.0,160.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S055_R02,C050_S055,50,3,55,2,DEP_022,440,1,23,93.93666954296526,117.42083692870658,,117.42083692870658,410.0,240.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S055_R03,C050_S055,50,3,55,3,DEP_022,440,1,10,105.47767254728267,131.84709068410334,,131.84709068410334,219.0,105.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S055_R01,C050_S055,50,5,55,1,DEP_022,440,1,13,65.08259525133049,81.3532440641631,,81.3532440641631,188.0,132.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S055_R02,C050_S055,50,5,55,2,DEP_022,440,1,9,51.74243692241066,64.67804615301333,,64.67804615301333,176.0,79.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S055_R03,C050_S055,50,5,55,3,DEP_022,440,1,13,50.762833655434555,63.45354206929319,,63.45354206929319,237.0,129.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S055_R04,C050_S055,50,5,55,4,DEP_022,440,1,8,104.74607728621284,130.93259660776604,,130.93259660776604,159.0,81.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S055_R05,C050_S055,50,5,55,5,DEP_022,440,1,7,39.73011427257939,49.66264284072424,,49.66264284072424,163.0,84.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S056_R01,C050_S056,50,1,56,1,DEP_438,440,1,50,278.3323121164548,347.9153901455685,,347.9153901455685,839.0,533.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S056_R01,C050_S056,50,3,56,1,DEP_438,440,1,16,73.90589762656964,92.38237203321205,,92.38237203321205,284.0,158.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S056_R02,C050_S056,50,3,56,2,DEP_438,440,1,14,134.82809206645476,168.53511508306843,,168.53511508306843,264.0,168.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S056_R03,C050_S056,50,3,56,3,DEP_438,440,1,20,81.66508046222657,102.08135057778321,,102.08135057778321,291.0,207.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S056_R01,C050_S056,50,5,56,1,DEP_438,440,1,11,44.52886043905422,55.66107554881778,,55.66107554881778,183.0,115.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S056_R02,C050_S056,50,5,56,2,DEP_438,440,1,6,98.56461331967056,123.2057666495882,,123.2057666495882,103.0,74.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S056_R03,C050_S056,50,5,56,3,DEP_438,440,1,15,61.73006722658333,77.16258403322917,,77.16258403322917,258.0,146.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S056_R04,C050_S056,50,5,56,4,DEP_438,440,1,10,103.46491214491418,129.33114018114273,,129.33114018114273,197.0,112.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S056_R05,C050_S056,50,5,56,5,DEP_438,440,1,8,43.38259370500632,54.2282421312579,,54.2282421312579,98.0,86.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S057_R01,C050_S057,50,1,57,1,DEP_022,440,1,50,230.94031302968023,288.6753912871003,,288.6753912871003,835.0,477.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S057_R01,C050_S057,50,3,57,1,DEP_022,440,1,27,89.08924870915398,111.36156088644248,,111.36156088644248,421.0,246.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S057_R02,C050_S057,50,3,57,2,DEP_022,440,1,14,82.29411453569456,102.8676431696182,,102.8676431696182,242.0,151.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S057_R03,C050_S057,50,3,57,3,DEP_022,440,1,9,79.0431386619851,98.80392332748137,,98.80392332748137,172.0,80.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S057_R01,C050_S057,50,5,57,1,DEP_022,440,1,6,59.30582768577355,74.13228460721695,,74.13228460721695,123.0,59.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S057_R02,C050_S057,50,5,57,2,DEP_022,440,1,15,57.3387880901321,71.67348511266512,,71.67348511266512,210.0,148.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S057_R03,C050_S057,50,5,57,3,DEP_022,440,1,8,68.84089298142847,86.05111622678558,,86.05111622678558,140.0,87.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S057_R04,C050_S057,50,5,57,4,DEP_022,440,1,6,42.34448143964267,52.93060179955334,,52.93060179955334,102.0,64.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S057_R05,C050_S057,50,5,57,5,DEP_022,440,1,15,49.06359625725924,61.32949532157405,,61.32949532157405,260.0,119.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S058_R01,C050_S058,50,1,58,1,DEP_022,440,1,50,283.8595971144236,354.8244963930295,,354.8244963930295,939.0,511.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S058_R01,C050_S058,50,3,58,1,DEP_022,440,1,27,112.17602519962675,140.22003149953343,,140.22003149953343,491.0,271.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S058_R02,C050_S058,50,3,58,2,DEP_022,440,1,11,127.5660962527848,159.457620315981,,159.457620315981,206.0,123.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S058_R03,C050_S058,50,3,58,3,DEP_022,440,1,12,69.86721861928694,87.33402327410869,,87.33402327410869,242.0,117.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S058_R01,C050_S058,50,5,58,1,DEP_022,440,1,10,66.43971085549154,83.04963856936442,,83.04963856936442,222.0,103.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S058_R02,C050_S058,50,5,58,2,DEP_022,440,1,11,127.5660962527848,159.457620315981,,159.457620315981,206.0,123.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S058_R03,C050_S058,50,5,58,3,DEP_022,440,1,10,53.39167834817188,66.73959793521485,,66.73959793521485,200.0,108.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S058_R04,C050_S058,50,5,58,4,DEP_022,440,1,7,35.53752879732626,44.42191099665783,,44.42191099665783,155.0,67.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S058_R05,C050_S058,50,5,58,5,DEP_022,440,1,12,47.46675921742779,59.333449021784745,,59.333449021784745,156.0,110.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S059_R01,C050_S059,50,1,59,1,DEP_022,440,1,50,232.65913936856373,290.82392421070466,,290.82392421070466,907.0,500.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S059_R01,C050_S059,50,3,59,1,DEP_022,440,1,9,68.7782182181934,85.97277277274175,,85.97277277274175,160.0,99.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S059_R02,C050_S059,50,3,59,2,DEP_022,440,1,16,105.21572353518775,131.5196544189847,,131.5196544189847,251.0,156.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S059_R03,C050_S059,50,3,59,3,DEP_022,440,1,25,94.5325492374116,118.1656865467645,,118.1656865467645,496.0,245.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S059_R01,C050_S059,50,5,59,1,DEP_022,440,1,8,79.87892277166398,99.84865346457997,,99.84865346457997,146.0,89.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S059_R02,C050_S059,50,5,59,2,DEP_022,440,1,12,80.1977270855622,100.24715885695275,,100.24715885695275,200.0,115.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S059_R03,C050_S059,50,5,59,3,DEP_022,440,1,14,49.080914655205845,61.351143319007306,,61.351143319007306,258.0,129.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S059_R04,C050_S059,50,5,59,4,DEP_022,440,1,7,60.15384718970158,75.19230898712698,,75.19230898712698,125.0,77.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S059_R05,C050_S059,50,5,59,5,DEP_022,440,1,9,37.36326156592973,46.70407695741217,,46.70407695741217,178.0,90.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S060_R01,C050_S060,50,1,60,1,DEP_438,440,1,50,248.52703112928685,310.65878891160855,,310.65878891160855,948.0,508.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S060_R01,C050_S060,50,3,60,1,DEP_438,440,1,24,92.27373646830898,115.34217058538623,,115.34217058538623,406.0,251.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S060_R02,C050_S060,50,3,60,2,DEP_438,440,1,10,100.52568933562523,125.65711166953153,,125.65711166953153,197.0,101.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S060_R03,C050_S060,50,3,60,3,DEP_438,440,1,16,90.52576675685499,113.15720844606874,,113.15720844606874,345.0,156.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S060_R01,C050_S060,50,5,60,1,DEP_438,440,1,16,45.2760253848822,56.59503173110275,,56.59503173110275,285.0,173.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S060_R02,C050_S060,50,5,60,2,DEP_438,440,1,10,100.52568933562523,125.65711166953153,,125.65711166953153,197.0,101.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S060_R03,C050_S060,50,5,60,3,DEP_438,440,1,7,42.119803812410524,52.64975476551315,,52.64975476551315,133.0,64.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S060_R04,C050_S060,50,5,60,4,DEP_438,440,1,10,72.35879801819024,90.4484975227378,,90.4484975227378,232.0,93.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V05_S060_R05,C050_S060,50,5,60,5,DEP_438,440,1,7,37.35120355953239,46.689004449415485,,46.689004449415485,101.0,77.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V01_S061_R01,C050_S061,50,1,61,1,DEP_438,440,1,50,246.6892544824589,308.36156810307364,,308.36156810307364,940.0,501.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S061_R01,C050_S061,50,3,61,1,DEP_438,440,1,29,89.51240996187776,111.89051245234721,,111.89051245234721,556.0,308.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C050_V03_S061_R02,C050_S061,50,3,61,2,DEP_438,440,1,10,96.8367367262459,121.04592090780739,,121.04592090780739,207.0,95.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
