name,file,schema,data_type,semantic_meaning,unit,provenance,cardinality,non_null_distinct,null_count,null_rate,uniqueness,current_use
minimum_soc,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=float,source column minimum_soc; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
minimum_soc_classification,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source classification label; does not upgrade synthetic input to observation,category,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
soc_unit,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source column soc_unit; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
soc_assumption_reason,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source column soc_assumption_reason; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
final_soc_requirement_enabled,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=boolean,source column final_soc_requirement_enabled; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
final_soc_requirement,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source column final_soc_requirement; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,0,1,1.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
depot_return_minimum_soc_applies,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=boolean,source column depot_return_minimum_soc_applies; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
soc_constraint_semantics,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source column soc_constraint_semantics; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
maximum_operating_time_enabled,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=boolean,source column maximum_operating_time_enabled; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
maximum_operating_time_min,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source column maximum_operating_time_min; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,0,1,1.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
vehicle_access_classification,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source classification label; does not upgrade synthetic input to observation,category,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
vehicle_access_source,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source metadata / reference / state; retain verbatim,metadata,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
vehicle_access_reason,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source column vehicle_access_reason; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
fixture_n,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=integer,source column fixture_n; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
is_production_problem_size,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_repeat/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=boolean,source column is_production_problem_size; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
vehicle_id,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_v2/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source entity/category identifier; meaning limited to file schema,identifier/category,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
vehicle_class,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_v2/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source column vehicle_class; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
fleet_size,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_v2/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=integer,source column fleet_size; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
fleet_size_classification,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_v2/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source classification label; does not upgrade synthetic input to observation,category,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
fleet_size_assumption_reason,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_v2/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=string,source column fleet_size_assumption_reason; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
payload_capacity_kg,reproducibility/outputs/traffic_simulation/demand/evrp_r10_ev/20260909_r10_ev_fixture_n10_soc_full_v2/vehicle_definition.csv,vehicle_id;vehicle_class;fleet_size;fleet_size_classification;fleet_size_assumption_reason;payload_capacity_kg;payload_classification;payload_source;payload_unit;battery_capacity_kwh;battery_classification;battery_source;battery_unit;operational_available_energy_kwh;operational_available_energy_classification;operational_available_energy_transformation;energy_consumption_kwh_per_km;energy_classification;energy_source;energy_unit;energy_formula;catalog_range_km;catalog_range_classification;initial_soc;initial_soc_classification;minimum_soc;minimum_soc_classification;soc_unit;soc_assumption_reason;final_soc_requirement_enabled;final_soc_requirement;depot_return_minimum_soc_applies;soc_constraint_semantics;maximum_operating_time_enabled;maximum_operating_time_min;vehicle_access_classification;vehicle_access_source;vehicle_access_reason;fixture_n;is_production_problem_size,CSV UTF-8 text; logical=integer,source column payload_capacity_kg; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,1,1,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
